,business_id,name,postal_code,score
1285,3611,ABSINTHE BRASSERIE & BAR,94102,94.25
1286,3612,GARIBALDIS ON PRESIDIO,94115,89
1287,3613,IL PIRATA,94103,80.66666667
1288,3614,"TAQUERIA ""LOS COYOTES"" #2",94103,85
1289,3615,TARTINE BAKERY,94110,91.4
1290,3616,THE LIBERTIES IRISH BAR & REST.,94110,89
1291,3619,MCCARTHYS,94110,81.6
1292,3621,JIM'S RESTAURANT,94110,90.83333333
1293,3623,CHAVA'S,94110,90
1294,3626,BERETTA,94110,89.6
1295,3630,MAD DOG IN THE FOG,94117,91.25
1296,3631,NOC NOC,94117,96
1297,3633,MAGNOLIA PUB & BREWERY,94117,88
1298,3639,CHA-CHA-CHA RESTAURANT,94117,89
1299,3640,HAYES STREET GRILL,94102,85.4
1300,3642,ABSINTHE PASTRY,94102,98
1301,3643,SUPPENKUCHE,94102,92.66666667
1302,3645,ZUNI CAFE,94102,92.25
1303,3646,THE MINT B & R INC.,94102,100
1304,3649,SAFEWAY #1490,94103,89.33333333
1305,3651,PANCHO VILLA,94103,93.2
1306,3655,VERDI CLUB,94110,92.33333333
1307,3661,LA CUMBRE,94110,94.4
1308,3664,DELESSIO MARKET & BAKERY,94103,90
1309,3665,TOWER CARWASH,94102,96
1310,3674,HOLIDAY INN - GOLDEN GATEWAY,94109,92.4
1311,3675,HO'S BAR & RESTAURANT INC,94109,71.2
1312,3676,CHINATOWN RESTAURANT,94108,83
1313,3677,MOLLIE STONE'S TOWER MARKET,94127,83.75
1314,3678,ROUND TABLE PIZZA,94127,87
1315,3682,KENTUCKY FRIED CHICKEN,94115,89.16666667
1316,3685,FUJI RESTAURANT,94127,81.33333333
1317,3690,BENIHANA OF TOKYO,94115,97.2
1318,3693,NEW HING LUNG RESTAURANT,94122,78.2
1319,3694,PAKWAN RESTAURANT,94103,91.6
1320,3696,KYOTO SUSHI,94109,84.5
1321,3699,MATTERHORN RESTAURANT,94109,95.5
1322,3700,CHESTNUT ST. COFFEE ROASTERY,94123,97.6
1323,3707,ZINGARI,94102,94.5
1324,3709,THE HOLDING CO,94111,82
1325,3710,CITY EATS,94132,95.5
1326,3711,GAYLORD INDIA RESTAURANT,94111,87
1327,3727,ACE WASABI'S ROCK N ROLL SUSHI,94123,89.4
1328,3728,"GOLD CLUB, THE",94105,89.75
1329,3729,RUBY SKYE,94102,85.75
1330,3731,JARDINIERE RESTAURANT,94102,94.66666667
1331,3735,BETELNUT,94123,91
1332,3736,SAFEWAY #2646,94118,96
1333,3738,CINDERELLA BAKERY & CAFE,94118,92.83333333
1334,3739,BRYAN'S,94118,93.5
1335,3741,LUCKY PENNY,94118,80
1336,3743,ROUND TABLE PIZZA RESTAURANT,94118,95.5
1337,3750,TAKARA RESTAURANT,94115,88
1338,3751,WOO RI FOOD MARKET,94115,69.75
1339,3752,PAULINE'S PIZZA,94103,96.2
1340,3757,EL VALENCIANO,94110,95.33333333
1341,3761,BURGER KING #4474,94102,96.2
1342,3763,HYATT AT FISHERMAN'S WHARF,94133,92.5
1343,3769,BURGER KING,94102,96.8
1344,3770,BLONDIE'S PIZZA,94102,85
1345,3776,CARL'S JR.,94102,98
1346,3779,MCDONALDS,94102,95.4
1347,3784,BLOWFISH SUSHI,94110,87.4
1348,3790,THE CLIFT HOTEL (SPANISH SUITE),94102,98
1349,3791,THE CLIFT HOTEL (MAIN KITCHEN),94102,94
1350,3795,FRENCH CLUB,94102,95.5
1351,3796,JOHNNY FOLEY'S IRISH HOUSE,94102,99
1352,3797,SF HILTON - CITYSCAPE,94102,99.6
1353,3798,SF HILTON - BANQUET KITCHEN,94102,98.4
1354,3799,SF HILTON -  EMPLOYEES CAFETERIA,94102,95.6
1355,3800,MARRAKECH MORROCAN RESTAURANT,94102,98
1356,3802,THE GREAT AMERICAN MUSIC HALL,94109,95
1357,3803,METROPOLITAN CLUB,94102,98
1358,3809,MAX'S MARKET,94104,99
1359,3815,FIDDLER'S GREEN,94133,88
1360,3816,WASHINGTON BAKERY & RESTAURANT,94108,71.8
1361,3817,HAPPY CHINESE RESTAURANT,94133,66.75
1362,3819,SAFEWAY #667,94131,78.5
1363,3822,FLOATING SUSHI BOAT RESTAURANT,94108,76
1364,3825,COVE CAFE,94114,67.25
1365,3827,MCDONALDS,94513,94.2
1366,3830,CAFE FLORE,94114,86
1367,3832,CAFE DU NORD,94114,87.66666667
1368,3834,SAFEWAY #1507,94114,88.6
1369,3838,CAFE PICARO,94103,92.2
1370,3839,EL TORO TAQUERIA,94110,88.4
1371,3846,WARAKABUNE RESTAURANT,94114,95.5
1372,3850,THAI HOUSE EXPRESS ON CASTRO,94114,91
1373,3855,RAINBOW GROCERY,94103,93.33333333
1374,3858,HUNAN RESTAURANT,94105,91.33333333
1375,3859,THIRSTY BEAR BREWING CO,94105,94.8
1376,3861,CINCO DE MAYO TAQUERIA & GROCERY,94134,97.6
1377,3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,94134,87
1378,3864,3RD STREET GRILL,94107,89
1379,3866,INCANTO RESTAURANT,94131,94.33333333
1380,3867,BACCO,94114,89.75
1381,3868,BARNEY'S,94114,92.8
1382,3869,SAFEWAY #739,94110,92.2
1383,3870,LA ALTENA,94110,88.8
1384,3871,CORONITAS,94110,86.75
1385,3875,MARINA SUPER,94123,93.2
1386,3877,BALBOA CAFE,94123,90.2
1387,3881,INTERNATIONAL HOUSE OF PANCAKES,94123,90
1388,3885,IZZY'S STEAK & CHOP HOUSE,94123,90.8
1389,3888,AZIZA RESTAURANT,94121,98
1390,3892,PORTICO,94103,87
1391,3895,CABLE CAR RESTAURANT,94133,76.75
1392,3896,MCDONALDS,94107,95.2
1393,3898,RISTORANTE UMBRIA,94105,94.33333333
1394,3899,FIREWOOD CAFE,94110,90.25
1395,3902,ST. FRANCIS MEMORIAL HOSPITAL - EMPLOYEES CAFETERIA,94109,96.6
1396,3910,2001 THAI STICK,94115,88.2
1397,3911,BURGER KING,94110,97.6
1398,3920,BOSTON MARKET,94103,92.66666667
1399,3924,SAN FRANCISCO SOUP COMPANY,94104,100
1400,3926,ESPETUS,94102,92.33333333
1401,3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",94102,100
1402,3935,"LE COLONIAL, SF, LLC",94109,95.5
1403,3936,BOUDIN BAKERY,94102,90.71428571
1404,3939,BISTRO BURGER,94105,83.33333333
1405,3942,BAY WATCH,94123,92.5
1406,3948,MEL'S DRIVE-IN,94103,79.6
1407,3951,KIRIN RESTAURANT,94121,84.75
1408,3953,TRATTORIA PINOCCHIO,94133,78.25
1409,3955,PARAGON RESTAURANT & BAR,94107,87
1410,3956,AMANTE,94133,91.75
1411,3959,HORNBLOWER - SANTA ROSA,94111,90.66666667
1412,3960,GAP INC.,94105,97
1413,3962,CROSSROADS CAFE,94107,97.4
1414,3963,EUREST DINING SERVICES,94105,91
1415,3972,SEASONS BAR,94103,95.2
1416,3982,SLIM'S,94103,81
1417,4018,MARK HOPKINS HOTEL - TOP OF THE MARK,94108,94
1418,4025,SING SING,94109,88.5
1419,4037,EDINBURGH CASTLE PUB,94109,93
1420,4056,FERRY PLAZA WINE MERCHANT,94111,96
1421,4057,SF MARRIOTT BIN (FORMERLYATRIUM LOUNGE),94103,95.33333333
1422,4068,ROARING 20'S,94133,97.6
1423,4071,GINO AND CARLO INC,94133,84.5
1424,4072,HUSTLER CLUB,94133,91
1425,4073,CAPP'S CORNER II,94133,83.66666667
1426,4078,SHANNON ARMS,94116,98
1427,4085,HOCKEY HAVEN,94121,94.4
1428,4108,SAN FRANCISCO BELLE,94111,94
1429,4112,HEMLOCK TAVERN,94109,92
1430,4127,CRESTA'S 2211 CLUB,94109,83.33333333
1431,4140,TITANIC LOUNGE AKA GANGWAY,94109,91.5
1432,4141,NITE CAP,94109,91
1433,4145,FINAL FINAL,94123,94.66666667
1434,4152,THE GLAS KAT,94107,97
1435,4158,HOLIDAY INN FISHERMAN'S WHARF,94133,87.75
1436,4171,SOUTH BEACH YACHT CLUB,94107,100
1437,4184,GLENEAGLES GOLF COURSE REST.,94134,98.4
1438,4209,RITZ-CARLTON SF - BAKERY,94108,91
1439,4231,THE PAGE,94117,98
1440,4249,CAFE DU SOLEIL,94117,87
1441,4257,DELUXE,94117,92.33333333
1442,4323,DIVA'S,94109,93
1443,4335,ASIA SF LLC,94103,92
1444,4372,CLUB PUERTORRIQUENO OF SF INC.,94110,97
1445,4400,BOTTOM OF THE HILL,94107,91
1446,4403,HERBST THEATER,94102,100
1447,4412,THE BUBBLE LOUNGE,94111,87.66666667
1448,4416,SWEETIE'S,94133,94
1449,4420,HAPPY DONUT,94102,87.4
1450,4421,CREPE CAFE,94133,96
1451,4424,OUTTA HERE,94117,84
1452,4425,STARBUCKS COFFEE,94103,93.5
1453,4427,ASAD MARKET,94103,95.33333333
1454,4434,NOE VALLEY BAKERY & BREAD CO.,94114,96.8
1455,4438,DIANA MARKET #2,94103,92.66666667
1456,4444,JAMBA JUICE #138,94105,98.4
1457,4445,MARTHA & BROS. COFFEE COMPANY,94114,90
1458,4447,FOOD EXPRESS,94108,92.5
1459,4448,BURGER HOUSE/ POWELL STREET PIZZA & PASTA,94102,94.8
1460,4449,UNIVERSAL BAKERY INC.,94110,89
1461,4456,MARTY'S LIQUOR AND GOURMET,94102,99.2
1462,4461,COTTAGE MARKET,94108,97.6
1463,4462,"HOTWOK EXPRESS, INC",94111,86
1464,4465,FREDDIE'S SANDWICHES,94133,93.25
1465,4469,BOUDIN BAKERY & CAFE,94133,89.5
1466,4474,17TH & NOE MARKET,94114,96.6
1467,4475,SPOT LIGHT MARKET,94103,99.2
1468,4478,KYAW SUSHI BAR,94103,95.33333333
1469,4479,COURTNEY'S PRODUCE II,94114,88
1470,4480,STARBUCKS COFFEE,94114,97
1471,4481,BI RITE MARKET,94110,95.2
1472,4483,NOE BAGEL,94114,94.25
1473,4487,NEW WORLD MARKET,94121,82.4
1474,4492,MOLLIE STONE'S GRAND CENTRAL MARKET (MEZZANINE LEVEL),94115,93.85714286
1475,4495,GOLDEN GATE MEAT CO,94111,91.25
1476,4500,CHURCH STREET GROCERY,94114,92.66666667
1477,4502,LA LOMA PRODUCE #7,94134,83.6
1478,4505,VARIETY CONVENIENCE STORE,94102,94.5
1479,4509,AFC SUSHI @ SAFEWAY 1507,94114,96.5
1480,4511,GARAGE CAFE,94103,86.25
1481,4512,BRANNAN STREET CAFE,94107,98
1482,4514,HENRY'S HUNAN RESTAURANT,94103,77.66666667
1483,4519,HSS 121 CAFE,94132,97.6
1484,4530,MOSCONE CENTER - MAIN KITCHEN,94103,96
1485,4531,AK SUBS,94103,87.66666667
1486,4532,SHIKI,94103,91
1487,4533,GOURMET DELIGHT,94108,73.75
1488,4534,JAMBA JUICE CO,94108,98.8
1489,4535,GUARDINO'S SOUVENIR & GIFT SHOP,94133,91.5
1490,4538,LUCCA FOOD & WINE SHOP,94122,97.33333333
1491,4539,PEET'S COFFEE & TEA,94127,95
1492,4542,SHAWS SAN FRANCISCO,94127,90
1493,4544,GENE'S LIQUOR,94116,90.33333333
1494,4545,7-ELEVEN FOOD STORE,94127,98.66666667
1495,4546,LONDON MARKET & DELI,94115,94
1496,4548,STARBUCKS COFFEE,94133,95.5
1497,4553,RUTILY'S MARKET,94123,90.8
1498,4555,UNITED LIQUORS & DELI,94123,93
1499,4558,KING'S BAKERY,94110,84
1500,4559,PACIFIC FOOD MART,94115,96.28571429
1501,4573,SUBWAY SANDWICHES #5285,94105,96
1502,4584,KERY MARKET,94110,98.4
1503,4586,THE CAKE HOUSE,94112,94
1504,4588,PICCOLO PETES,94134,62
1505,4590,TAQUERIA CAN-CUN  RESTAURANT,94103,78.75
1506,4592,E-Z STOP MARKET,94134,95.2
1507,4593,BISCOFF COFFEE CORNER,94133,94
1508,4594,DOUBLE ROCK GROCERY,94124,83.4
1509,4596,CAFE LEAH,94105,88.33333333
1510,4598,RINCON MARKET,94105,85
1511,4607,NEW GOLDEN DAISY,94108,82.2
1512,4608,GOURMET KITCHEN,94108,71.75
1513,4610,LIQUOR & DELI ON UNION SQUARE,94108,88
1514,4612,HO HO SMOKE SHOP,94108,100
1515,4613,J & M,94104,100
1516,4614,SUN SANG MARKET,94133,67.66666667
1517,4618,MARKET MAY FLOWER & DELI,94109,96.4
1518,4620,WELCOME SUPER MARKET,94103,93
1519,4621,LOUIE'S DIM SUM,94133,71.16666667
1520,4622,HING LUNG COMPANY,94133,79
1521,4623,YO YO'S,94111,92.5
1522,4627,GUERRA QUALITY MEATS,94116,98.4
1523,4628,GREAT HIGHWAY MARKET,94116,92.4
1524,4629,STATE MARKET,94118,100
1525,4630,ZANZE'S CHEESECAKE,94127,99.5
1526,4634,LOMBARD HEIGHTS MARKET,94133,98.5
1527,4636,STARBUCKS COFFEE,94132,98.66666667
1528,4637,NOAH'S NEW YORK BAGELS #2937,94127,88
1529,4638,SUNSET BAKERY,94122,79.75
1530,4642,VILLAGE MARKET,94118,91
1531,4643,CHEUNG HING CHINESE DELI & MEAT INC,94118,87.33333333
1532,4650,BALBOA BI-RITE MARKET,94121,100
1533,4651,JOE'S GROCERY,94121,99
1534,4654,HOUSE OF BAGELS,94118,91
1535,4656,STARBUCKS COFFEE,94103,96
1536,4661,HAPPY DONUT,94103,87.16666667
1537,4665,7-ELEVEN #20473,94116,93.33333333
1538,4667,EMPIRE THEATRE,94127,94.25
1539,4668,GOLDEN BEAR MARKET,94122,90.5
1540,4669,7-ELEVEN,94122,93.4
1541,4670,SUNSET SUPER,94116,76
1542,4671,MARCO POLO ITALIAN ICE CREAM,94116,100
1543,4672,IRVING SEAFOOD MARKET,94122,86.66666667
1544,4678,ANDRE-BOUDIN BAKERIES,94118,92
1545,4681,SUBWAY,94122,96.83333333
1546,4683,JAVA ON OCEAN,94112,90.33333333
1547,4685,NORMAN'S LIQUOR & DELI,94132,94
1548,4686,RICE GARDEN,94132,90
1549,4687,MAN HING MARKET,94122,82.5
1550,4688,MRS. FIELDS COOKIES,94132,99.33333333
1551,4692,FRIENDS LIQUOR,94115,96.33333333
1552,4693,HONEY BAKED,94115,97.16666667
1553,4694,CONVENIENCE DELI & GROCERY,94115,95.2
1554,4700,STEWART'S MARKET,94115,96.28571429
1555,4702,SHUFAT MARKET,94114,95.75
1556,4703,LA CANASTA TAKE-OUT,94123,89.4
1557,4705,GINO'S GROCERY COMPANY,94115,94.6
1558,4706,SHERMAN MARKET,94123,98
1559,4708,GREEN STREET MARKET,94123,92
1560,4713,JOCELIN'S BAKERY,94110,84.2
1561,4716,MICHAELIS WINE & SPIRITS,94123,90.5
1562,4718,MAY FLOWER MKT.,94115,91
1563,4723,STARLIGHT MARKET,94102,92.4
1564,4729,PARADISE COFFEE & DONUT,94102,90.2
1565,4732,BREAD & BUTTER MARKET,94109,90.5
1566,4734,LUCCA DELICATESSEN,94123,90.4
1567,4739,LEE'S DELI,94105,95
1568,4746,LEE'S DELI,94105,94.5
1569,4749,ALL STARS DONUTS,94103,78.5
1570,4753,TAN'S CAFE III,94133,88.75
1571,4754,NEW RUSSIAN HILL MARKET,94133,91.25
1572,4755,AUNT FANNY'S HOT PRETZELS,94133,96
1573,4757,WAFFLE CONE SHOP,94133,95.5
1574,4762,CHOWDER HUT,94133,94
1575,4770,SUSIE'S CAFE,94103,93.66666667
1576,4774,BAYSIDE MARKET,94107,91.4
1577,4777,SOUTH BEACH CAFE,94107,95.2
1578,4780,BRAINWASH CAFE,94103,86
1579,4782,CANTON DIM SUM HOUSE,94107,84.5
1580,4787,TONY BALONEY'S,94103,84.4
1581,4789,WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA,94103,99
1582,4791,SOUTH PARK CAFE,94107,81.75
1583,4794,VICTOR'S,94107,90.25
1584,4797,"GOOD LIFE GROCERY, THE",94110,94.5
1585,4798,M & M SHORTSTOP,94134,84.6
1586,4800,NEW COLLEGE HILL MARKET,94110,98.8
1587,4801,YICK'S LIQUOR,94112,100
1588,4803,SAN BRUNO SUPERMARKET,94134,89.6
1589,4804,SUBWAY #31419,94134,93
1590,4806,WHITE PALACE LIQUOR & DELI,94134,98
1591,4817,BIG SAVE MARKET,94124,90.5
1592,4819,STARBUCKS COFFEE,94111,99.5
1593,4824,THE GAP CAFE,94105,97.2
1594,4827,CHURCH STREET MARKET,94114,99
1595,4828,SAY CHEESE,94117,84
1596,4837,SAFEWAY STORE #985,94122,97.2
1597,4841,STARBUCKS COFFEE,94117,97.5
1598,4842,GEORGE'S ZOO,94116,93.6
1599,4843,SUNNY COUNTRY FOODS,94117,86.5
1600,4844,SAFEWAY #909,94116,97.33333333
1601,4846,NORTH BEACH PIZZA,94116,93.66666667
1602,4849,FAMILY MARKET,94112,93.5
1603,4850,COOL GUYS,94112,95.2
1604,4859,7-ELEVEN STORE 2230-23342E,94112,93.2
1605,4860,PLAY FIELD CAFE,94132,92.5
1606,4864,DRAGON CITY BAKERY & CAFE,94110,89.6
1607,4865,RHEA'S LIQUOR & DELI,94110,87.6
1608,4868,NABILA'S HAYES VALLEY HEALTH FOOD,94102,95.25
1609,4873,MEREB MARKET,94110,96.25
1610,4874,JUMP START COFFEE & GROCERY,94110,96.4
1611,4881,STOP N SHOP,94110,91
1612,4884,LUCCA RAVIOLI CO,94110,90.25
1613,4892,NIMERS MARKET,94117,100
1614,4893,S & W MARKET,94102,94.66666667
1615,4894,SUNRISE MARKET,94117,95
1616,4896,BEN & JERRY'S HAIGHT-ASHBURY,94117,97
1617,4900,HOME SERVICE MARKET,94117,95.5
1618,4905,SUPER SAM FOOD,94102,100
1619,4906,NEW STAR MARKET,94103,97
1620,4907,JIM GEORGIE'S DONUT,94103,86.75
1621,4908,NEW HAMPSHIRE MARKET,94110,96
1622,4911,JEFFERSON MARKET,94110,96.8
1623,4914,LA PALMA,94110,79.75
1624,4917,LA VICTORIA BAKERY,94110,80.83333333
1625,4922,EL FARO,94110,94.4
1626,4923,TED'S MARKET,94103,94.33333333
1627,4928,R & T MARKET,94107,91.6
1628,4932,GOOD LUCK MARKET & DELI,94108,95
1629,4935,LEBEAU'S NOB HILL MARKET,94109,92.5
1630,4938,PIER 39 ICE CREAM,94133,93.75
1631,4944,FRENCH BAKERY,94116,93.66666667
1632,4945,EUROPEAN WHOLESALE,94121,92.33333333
1633,4947,AVENUE FINE FOODS,94109,98
1634,4950,CAFE IN THE PARK,94132,96.5
1635,4952,CHEVRON STATIONS INC. #1727,94112,99.2
1636,4953,K & D MARKET,94103,99.2
1637,4957,SAFEWAY STORES INC #711,94123,87.2
1638,4959,THAT'S IT MARKET,94110,88.4
1639,4960,THREE STAR RESTAURANT,94122,81.2
1640,4963,CAL MART SUPERMARKET,94118,82.33333333
1641,4966,FIRST KOREAN MARKET,94118,86.66666667
1642,4978,ANGEL'S MARKET,94114,91
1643,4982,FRANKLIN MARKET,94109,92.16666667
1644,4983,YOUNG ELLIS PRODUCE,94102,92.4
1645,4985,SWEET MART,94108,92.6
1646,4986,SENIORE'S PIZZA,94116,93
1647,4987,ROSSI'S DELI,94114,83.33333333
1648,4992,HEALTHY SPIRITS,94114,97.33333333
1649,4998,M & L MARKET,94114,94
1650,4999,HARVEST MARKET,94114,93.4
1651,5000,PEET'S COFFEE & TEA,94114,94.8
1652,5006,LA MEJOR BAKERY,94110,90.66666667
1653,5010,LATTE EXPRESS,94103,82
1654,5011,STARBUCKS COFFEE,94103,95.66666667
1655,5016,THE CRAB STATION OF FISHERMAN'S WHARF,94133,79.4
1656,5017,COLLEGE MARKET,94109,87.33333333
1657,5018,MCDONALDS,94103,89.5
1658,5019,PEET'S COFFEE & TEA,94103,94.25
1659,5025,PIZZA HUT,94110,96
1660,5029,DREWES BROTHERS,94131,96
1661,5031,ST. PAUL'S MARKET,94131,90.4
1662,5032,MITCHELLS ICE CREAM,94110,100
1663,5033,DESTINATION BAKING COMPANY,94131,90.4
1664,5038,MARINA DELI,94123,97
1665,5039,PRESIDIO THEATRE,94123,91.5
1666,5049,LEE'S DELI,94105,91.66666667
1667,5053,JAVA TRADING CO,94103,90.6
1668,5054,HOT DOG BILLS #1 (LAKESIDE),94132,100
1669,5065,TEA GARDEN,94105,77.66666667
1670,5068,CITY KINETICS,94105,92.66666667
1671,5071,CAFE-ROSSO,94132,92.8
1672,5074,NOAH'S NEW YORK BAGELS #2105,94132,94.28571429
1673,5077,SEAKOR DELI,94121,96.8
1674,5083,AMC-LEVEL #2,94109,94
1675,5084,AMC-LEVEL #4,94109,94.66666667
1676,5085,AMC-LEVEL #7,94109,93.66666667
1677,5090,SUNSET SUPERMARKET,94122,84
1678,5091,CRAB CAKE & SWEET,94133,94.4
1679,5096,POPEYES-GENEVA & MISSION,94112,92.66666667
1680,5100,CHINATOWN FOOD COURT,94108,75.75
1681,5104,IN-N-OUT BURGER,94133,99
1682,5108,SUBWAY #24652,94105,100
1683,5110,MCDONALDS,94105,93.25
1684,5116,QUIZNOS SUB #3476,94103,98.5
1685,5118,KFC,94116,96.83333333
1686,5119,MCDONALDS,94112,95
1687,5120,DOMINO'S PIZZA,94122,94.66666667
1688,5124,PIZZA HUT #758280,94109,92.83333333
1689,5129,LATTE EXPRESS,94107,93.75
1690,5136,TACO BELL,94111,99.6
1691,5137,MCDONALDS,94111,100
1692,5140,EL FARO MEXICAN FOOD,94108,94.4
1693,5143,MCDONALDS,94110,95.33333333
1694,5144,POPEYES CHICKEN & BISCUIT,94117,96.6
1695,5146,MCDONALDS,94110,95.6
1696,5150,KENTUCKY FRIED CHICKEN,94103,91.4
1697,5156,MCDONALDS,94110,92.66666667
1698,5232,GLOBAL GOURMET CATERING,94107,90.66666667
1699,5239,SAN FRANCISCO LADIES PROTECTION & RELIEF SOCIETY,94108,94.5
1700,5246,FORK AND SPOON PRODUCTIONS,94107,99.5
1701,5252,DAY DARMET CATERING,94124,93.33333333
1702,5254,BETTY ZLATCHIN CATERING,94107,99
1703,5256,"ECLECTIC COOKERY, INC.",94124,86.33333333
1704,5258,IBERIA CATERING,94112,91.66666667
1705,5260,ARMENIA N COMMUNITY CTR,94132,96
1706,5266,UPTON CATERING,94123,83.66666667
1707,5267,KNIGHTS CATERING,94124,92.33333333
1708,5268,SAN FRANCISCO MUSEUM OF MODERN ART,94103,97.33333333
1709,5271,MCCALL ASSOCIATES,94110,88.5
1710,5272,PAN-O-RAMA,94110,92
1711,5278,WILLIAMS-SONOMA,94123,92
1712,5281,EVA'S CATERING,94122,94.5
1713,5289,"SAN FRANCISCO CREPE CO, INC",94103,86
1714,5291,EL TONAYENSE CATERING TRUCK,94110,86.5
1715,5297,EL NORTENO,94103,94.5
1716,5301,TACOS SAN BUENA,94110,96.4
1717,5301,TACOS SAN BUENA,94110,96.4
1718,5308,CITY CARTS,94102,91
1719,5310,"ALIOTO FISH CO., LTD",94133,97
1720,5312,THE WATERFRONT,94111,100
1721,5313,S.F. BAY CONCESSIONAIRES COMMISSARY,94133,93.33333333
1722,5316,NICK'S LIGHTHOUSE,94133,87.5
1723,5325,SAN FRANCISCO SOUP COMPANY,94103,88
1724,5326,JUNE TAYLOR COMPANY,94111,100
1725,5329,QUICK-N-EZEE INDIAN FOODS,94111,100
1726,5331,PAUL'S CATERING,94134,98
1727,5345,QUICK-N-EZEE,94102,100
1728,5375,DELLA FATTORIA,94111,100
1729,5378,WATERMELON MAN & SON,94115,100
1730,5391,BROOKS AND DAUGHTERS SPROUTS,94111,100
1731,5392,MARIN GOURMET,94111,100
1732,5394,ACME BREAD CO,94111,100
1733,5397,"DOWNTOWN BAKERY & CREAMERY, INC",94111,100
1734,5398,PASTA SHOP,94111,100
1735,5412,AYS FOODS CATER THYME,94110,100
1736,5427,COWGIRL CREAMERY,94111,100
1737,5430,ANNIE'S HOT DOGS,94102,95
1738,5434,ANNIE'S HOT DOGS,94102,95
1739,5435,STANLEY'S STEAMERS,94111,100
1740,5437,STANLEY'S STEAMERS,94108,94.28571429
1741,5438,STANLEY'S STEAMERS,94104,100
1742,5441,ANNIE'S HOT DOGS,94102,91
1743,5448,AT&T - (CART 1)  DOGGIE DINNER [145089],94107,98
1744,5449,AT&T - (CART 2)  DELI [145090],94107,97.33333333
1745,5450,AT&T - (CART 3)  SOUP [145091],94107,98
1746,5451,AT&T - (CART 4)  BAYSIDE BREWS [145092],94107,98.85714286
1747,5452,AT&T - (CART 5)  FRESH POPCORN [145093],94107,98.85714286
1748,5453,AT&T - (CART 6)  BAYSIDE BREWS,94107,98.57142857
1749,5454,AT&T - (CART 36) BAYSIDE BREWS [145123],94107,100
1750,5455,AT&T -  CARVERY STAND-FIELD LEVEL,94107,99
1751,5457,AT&T - (CART 39) DOGGIE DINER V [145126],94107,99.71428571
1752,5458,AT&T - (CART 40) BAYSIDE BREWS V,94107,99.14285714
1753,5459,AT&T - CART 41 NACHOS-COMPADRES,94107,97.42857143
1754,5460,AT&T - (CART 42) FRESH POPCORN [145129],94107,98.28571429
1755,5461,AT&T - (CART 43) DOGGIE DINNER [145130],94107,95.16666667
1756,5462,AT&T - (CART 44) BAYSIDE BREWS V [145131],94107,98.8
1757,5463,AT&T - (CART 45) SNOW CONES VIEW [145132],94107,98.57142857
1758,5464,AT&T - (CART 46) SNOW CONES VIEW [145133],94107,98.33333333
1759,5465,AT&T - (CART 47) DOGGIE DINER V [145134],94107,96.57142857
1760,5466,AT&T - (CART 48) BAYSIDE BREWS [145135],94107,100
1761,5467,AT&T - CART 49/ SOUP CLAM CHOW V [145136],94107,97.42857143
1762,5468,AT&T - (CART 50) BAYSIDE BREWS [145137],94107,99.42857143
1763,5469,AT&T - MISSION CREEK CANTINA BAR - PROMENADE,94107,99.42857143
1764,5470,AT&T - (CART 52) LEMONADE/KETTLE CORN VIEW [145139],94107,98
1765,5471,AT&T - EDSEL FORD FONG,94107,95.57142857
1766,5473,AT&T - (CART 55) FRESH POPCORN [145142],94107,99.33333333
1767,5475,AT&T -(CART 57) ESPRESSO+DESSERT,94107,96.66666667
1768,5476,AT&T - (CART58) FRESH PRODUCE-PRETZELS & JUICE [145145],94107,98.5
1769,5477,AT&T - (CART 59) CARVERY CART-CLUB LEVEL [145146],94107,98.85714286
1770,5478,AT&T - (CART 60) MURPH'S PUB [145147],94107,94.57142857
1771,5479,"AT&T -  JOE GARCIA, EDSEL FORD FONG, WINE BAR  STAND",94107,93.85714286
1772,5480,AT&T -  BALLPARK SNACKS STAND,94107,99.42857143
1773,5483,"AT&T - (CART 7)  SNOW CONES, ETC. [145095]",94107,97
1774,5484,AT&T -  CALIFORNIA COOK OUT-BBQ,94107,99.33333333
1775,5485,AT&T - HOL N JAM DOWN THIRD (COTTON CANDY/LEMONADE),94107,98.57142857
1776,5486,AT&T - 2114 PORTABLES (FOOD/WINE CARTS),94107,95
1777,5487,AT&T - HEBREW NATIONAL,94107,98.28571429
1778,5488,AT&T -  TASTE OF NORTH BEACH [145100],94107,98.42857143
1779,5489,AT&T - HOL N JAM DOWN HOME (COTTON CANDY/LEMONADE),94107,98.85714286
1780,5490,AT&T - (CART 14) BAYSIDE BREWS [145102],94107,99.71428571
1781,5491,AT&T - (CART 15) FRESH POPCORN [145103],94107,99.71428571
1782,5492,AT&T - (CART 16) BAYSIDE BREWS [145104],94107,100
1783,5493,AT&T - (CART 17) DELI [145105],94107,96.85714286
1784,5494,AT&T - (CART 18) NACHO-COMPADRES [145106],94107,97.42857143
1785,5495,AT&T - 2127 PORTABLES - PEANUTS,94107,100
1786,5496,AT&T - (CART 20) DOGGIE DINNER [145108],94107,95.85714286
1787,5497,AT&T - (CART 21) GOURMET SAUSAGES & BUDWEISER [145109],94107,95.57142857
1788,5498,AT&T - (CART 22) FRESH POPCORN & BAYSIDE BREWS,94107,99.33333333
