postal_code,business_id,name,score,price.per.square.foot
94105,1085,STARBUCKS COFFEE,95.2,1114
94105,3859,THIRSTY BEAR BREWING CO,94.8,1114
94105,70060,NOAH'S NEW YORK BAGELS #2132,96,1114
94105,71534,7 ELEVEN #2366-36039A,95,1114
94105,64847,BAY GOURMET CAFE,99,1114
94105,759,KYO-YA RESTAURANT,98,1114
94105,69408,YOCUP YOGURT,99,1114
94105,71599,MCDONALDS,92,1114
94105,1269,STARBUCKS COFFEE,100,1114
94105,18256,LOS COMPADRES CATERING,94.8,1114
94105,3089,TOKYO EXPRESS - TERIYAKI HOUSE,87.5,1114
94105,3728,"GOLD CLUB, THE",89.75,1114
94105,1939,STARBUCKS COFFEE,96.8,1114
94107,71056,THE IRON CACTUS,98,815
94107,63001,GENJI,96.5,815
94107,67864,RECCHIUTI CHOCOLATE LAB,96,815
94107,69015,144 KING ART CAFE,80.5,815
94107,58745,SAN FRANCISCO TENNIS CLUB,89.2,815
94107,63304,PLOW,97.2,815
94107,5629,AT&T - DOGGIE DINNER - ROOM 5325 [145159],98.85714286,815
94107,5460,AT&T - (CART 42) FRESH POPCORN [145129],98.28571429,815
94107,5461,AT&T - (CART 43) DOGGIE DINNER [145130],95.16666667,815
94107,61989,OSHA THAI RESTAURANT & LOUNGE,90.4,815
94107,74317,AT&T PARK - DRAFT CART (P 8),100,815
94107,9948,WHOLE FOODS MARKET,84.75,815
94107,5459,AT&T - CART 41 NACHOS-COMPADRES,97.42857143,815
94107,5650,AT&T - DOGGIE DINER ROOM 3205 [145167],98.28571429,815
94107,68226,SF SOUP CO.,96,815
94107,5643,AT&T - GILROY GARLIC FRIES ROOM 2118 [145175],98,815
94107,5232,GLOBAL GOURMET CATERING,90.66666667,815
94107,5628,AT&T - DERBY GRILL- ROOM 5323/VIEW [145158],95.16666667,815
94107,69621,PINKBERRY,92,815
94107,5520,AT&T - (J-3B) TULLY'S COFFEE,96.85714286,815
94107,5490,AT&T - (CART 14) BAYSIDE BREWS [145102],99.71428571,815
94107,5491,AT&T - (CART 15) FRESH POPCORN [145103],99.71428571,815
94107,5489,AT&T - HOL N JAM DOWN HOME (COTTON CANDY/LEMONADE),98.85714286,815
94107,34332,CALIFORNIA SPIRIT,100,815
94107,70306,BAAN/ALCHEMIST,88,815
94107,7596,CITY GOURMET DELI,90,815
94107,5627,AT&T - SAY HEY SAUSAGE-ROOM 5319 [145157],96.33333333,815
94107,5458,AT&T - (CART 40) BAYSIDE BREWS V,99.14285714,815
94107,5521,AT&T - (J-2A) BEN & JERRY'S,97.14285714,815
94107,13671,AFC SUSHI @SAFEWAY 2606,99.5,815
94107,74327,AT&T PARK - WINE BAR/VINTAGE '58,100,815
94107,3962,CROSSROADS CAFE,97.4,815
94107,5484,AT&T -  CALIFORNIA COOK OUT-BBQ,99.33333333,815
94107,2738,RAINBOW WAY RESTAURANT,69,815
94107,5658,AT&T - CABLE CAR BAR (VIEW) [146519],96.16666667,815
94107,1671,JUST FOR YOU CAFE INC.,92.8,815
94107,5630,AT&T - VENDING COMMISSARY RM5326 [145160],95.71428571,815
94107,5475,AT&T -(CART 57) ESPRESSO+DESSERT,96.66666667,815
94107,63191,ALEXANDER'S STEAKHOUSE,90.25,815
94107,36043,SERPENTINE,88.8,815
94107,2899,PUBLIC HOUSE/MIJITA,95.16666667,815
94107,24978,THE NEW SPOT INC.,85.83333333,815
94107,5638,AT&T - CONCESSION GARLIC FRIES/ROOM 1145 [145170],95.75,815
94107,3066,COCO 500,94.75,815
94107,3073,DELANCEY ST. RESTAURANT,97.2,815
94107,67160,ZCREPES,95.25,815
94107,5486,AT&T - 2114 PORTABLES (FOOD/WINE CARTS),95,815
94107,1667,CONNECTICUT YANKEE,76.5,815
94107,68407,GANIM'S MARKET,93,815
94107,5487,AT&T - HEBREW NATIONAL,98.28571429,815
94107,38091,EPICENTER CAFE LLC,89.5,815
94107,70949,SAISON,100,815
94107,74328,AT&T PARK - MARGARITA CART (P 10),100,815
94107,5254,BETTY ZLATCHIN CATERING,99,815
94107,5895,DOWNTOWN HIGH SCHOOL,96.83333333,815
94107,63623,SENOR SISIG,91,815
94107,5522,AT&T - (J-2B) TULLY'S,96.28571429,815
94107,11487,AT&T - GHIRARDELLI CHOCOLATE CO. (CLUB LEVEL) [147802],97.28571429,815
94107,5485,AT&T - HOL N JAM DOWN THIRD (COTTON CANDY/LEMONADE),98.57142857,815
94107,5510,AT&T - (CART 34) NACHOS,97.33333333,815
94107,36928,MARIPOSA CAFETERIA,83.75,815
94107,5651,AT&T - BON APPETIT ROOM 3209 [145168],92.16666667,815
94107,39528,DARWIN CAFE,91.75,815
94107,65900,OLIVIER'S BUTCHERY,100,815
94107,75223,THE PLANT CAFE ORGANIC,100,815
94107,19041,NAMA SUSHI,89,815
94107,774,BAY VIEW BOAT CLUB,96.66666667,815
94107,76659,ANDERSEN,93,815
94107,5493,AT&T - (CART 17) DELI [145105],96.85714286,815
94107,5648,AT&T - VENDING ROOM [145180],96.33333333,815
94107,5519,AT&T - (J-3A) BEN & JERRY'S,95.71428571,815
94107,5863,INTERNATIONAL STUDIES ACADEMY,93.83333333,815
94107,5649,AT&T - DOGGIE-SAUSAGE-/ROOM 2142 [145181],98.28571429,815
94107,59061,SAN FRANCISCO CARTS & CONCESSIONS,98,815
94107,5455,AT&T -  CARVERY STAND-FIELD LEVEL,99,815
94107,3070,FLOWER MARKET CAFE,80.66666667,815
94107,2973,KOH SAMUI & THE MONKEY,87.42857143,815
94107,5823,WEBSTER ELEMENTARY SCHOOL,95.85714286,815
94107,61639,CAFE CHAAT,76.5,815
94107,68362,LUCKY STRIKE SAN FRANCISCO LLC,92.25,815
94107,5480,AT&T -  BALLPARK SNACKS STAND,99.42857143,815
94107,74245,FOXTAIL CATERING & EVENTS,98,815
94107,61324,HRD COFFEE SHOP INC.,85,815
94107,5646,AT&T -ROOM 2130 DERBY GRILL/PORT WALK PIZZA [145178],95.14285714,815
94107,34728,PETE'S TAVERN,95.57142857,815
94107,58945,THE BUTLER & THE CHEF BISTRO,92.75,815
94107,61612,THE AMERICAN GRILLED CHEESE,99.2,815
94107,5507,AT&T - CABLE CAR BAR - CENTERFIELD,97.28571429,815
94107,66522,JAVA HOUSE LLC,96,815
94107,38610,DOUBLE K CAFE,79.6,815
94107,1613,BRICK HOUSE CAFE,93.66666667,815
94107,5657,AT&T - CABLE CAR BAR (PROMENADE) [146520],98.16666667,815
94107,33841,DANIEL RIPLEY CATERING,96,815
94107,61471,RUCHI,93,815
94107,68814,FARLEY'S,96,815
94107,68234,"DROPBOX, INC.",95,815
94107,5492,AT&T - (CART 16) BAYSIDE BREWS [145104],100,815
94107,1529,STARBUCKS COFFEE,99.2,815
94107,69279,PATISSERIE PHILIPPE,99,815
94107,5483,"AT&T - (CART 7)  SNOW CONES, ETC. [145095]",97,815
94107,2820,MOCHICA,82,815
94107,5501,AT&T - (CART 25) FRESH CATCH-CLAM CHOWDER SOUP [145112],98.66666667,815
94107,5457,AT&T - (CART 39) DOGGIE DINER V [145126],99.71428571,815
94107,7609,MOSCONE LIQUORS & DELI,100,815
94107,69044,AT&T PARK - NEW DERBY GRILL,95.5,815
94107,61563,DARTEALING LOUNGE,100,815
94107,15589,SUPPERCLUB SAN FRANCISCO,94,815
94107,64242,DOGPATCH CAFE,95.6,815
94107,60331,SUNFLOWER POTRERO HILL,86.6,815
94107,65754,SUBWAY#51109,98.6,815
94107,40227,TSUNAMI MISSION BAY,99,815
94107,62558,KITCHEN MOJO,88.75,815
94107,5509,AT&T - (CART 33) PRETZELS GRILL [145120],100,815
94107,4152,THE GLAS KAT,97,815
94107,69244,JAMBER,88.5,815
94107,5470,AT&T - (CART 52) LEMONADE/KETTLE CORN VIEW [145139],98,815
94107,5523,AT&T - (J-4A) BEN & JERRY'S V,100,815
94107,66198,ALFRED SCHILLING CATERING,100,815
94107,5465,AT&T - (CART 47) DOGGIE DINER V [145134],96.57142857,815
94107,62888,POQUITO,91.75,815
94107,88,J.B.'S PLACE,86.2,815
94107,68950,MARCELLA'S LASAGNERIA & CUCINA,94,815
94107,5479,"AT&T -  JOE GARCIA, EDSEL FORD FONG, WINE BAR  STAND",93.85714286,815
94107,33174,THE BAGEL BAKERY,95.8,815
94107,5647,AT&T - DOGGIE DINER ROOM 2134 [145179],96.85714286,815
94107,3955,PARAGON RESTAURANT & BAR,87,815
94107,69135,GHIRARDELLI CHOCOLATE - MAIN CONCOURSE LEVEL,96,815
94107,75409,MERIGAN SUB SHOP,100,815
94107,7857,JOLT N' BOLT,97.6,815
94107,70939,LA FROMAGERIE,96,815
94107,5488,AT&T -  TASTE OF NORTH BEACH [145100],98.42857143,815
94107,61460,PERA,92.75,815
94107,69152,POLO GROUNDS PUB & GRILL,96,815
94107,67237,LA JEFA,93,815
94107,1515,AT&T - COGNAC BAR/ KITCHEN ROOM3232 [145080],97.14285714,815
94107,5494,AT&T - (CART 18) NACHO-COMPADRES [145106],97.42857143,815
94107,2152,HARD KNOX CAFE,84.2,815
94107,38176,TAZZA D'AMORE,98,815
94107,4794,VICTOR'S,90.25,815
94107,65895,SANGUCHON,89.83333333,815
94107,69048,AT&T PARK - 1ST BASE CARVERY,97.5,815
94107,67615,ESPOSTO'S DELI,98.25,815
94107,75999,SKATE BOWL DINER,88,815
94107,17570,TRES AGAVES,91.2,815
94107,35855,LAVA RESTAURANT & LOUNGE,90.5,815
94107,68146,CENTO 330 RITCH STREET,96.66666667,815
94107,773,MARIPOSA HUNTERS POINT YACHT CLUB,98,815
94107,2861,AT&T - MAIN KITCHEN/SUITE LEVEL [145084],94.14285714,815
94107,5626,AT&T - DOGGIE DINNER-ROOM 5318/V [145156],96.57142857,815
94107,11289,STARBUCKS COFFEE,98.57142857,815
94107,5635,AT&T - EMPLOYEE TRAINING RM F/L [145183],98,815
94107,5632,AT&T - DOGGIE DINNER - RM 5333/V [145162],94.5,815
94107,3065,CHA-AM RESTAURANT,77.2,815
94107,5637,AT&T -DOGGIE DINER/ ROOM 1144 [145169],95.42857143,815
94107,5508,AT&T - (CART 32) FRESH POPCORN [145119],100,815
94107,2579,SB40/CARMENS RESTAURANT,88.2,815
94107,3072,"HOTEL UTAH SALOON, THE",81.75,815
94107,5469,AT&T - MISSION CREEK CANTINA BAR - PROMENADE,99.42857143,815
94107,38479,ZARE AT FLY TRAP,91.4,815
94107,68753,LA BRICIOLA  RESTAURANT,87.66666667,815
94107,60909,IRONSIDE,94.4,815
94107,1208,SBC PIZZA DELI,85.4,815
94107,5641,AT&T - DOGGIE DINER ROOM 2112 [145173],98.66666667,815
94107,5644,AT&T - DOGGIE DINER ROOM 2121 [145176],96.42857143,815
94107,7997,COSTCO WHOLESALE,100,815
94107,6021,POTRERO HILL NEIGHBORHOOD HOUSE,94.2,815
94107,72068,ONE NINETY SEVEN,87,815
94107,35503,LEFT COAST CATERING AND CAFE,96.5,815
94107,4400,BOTTOM OF THE HILL,91,815
94107,69147,MISSION ROCK RESORT,93,815
94107,66966,ELITE AUDIO COFFEE & WINE BAR,99.5,815
94107,7608,BRYANT SHELL #4,93,815
94107,3097,MEHFIL INDIAN CUISINE,83.66666667,815
94107,33940,THE GOOD LIFE GROCERY,95,815
94107,13218,"LESLIE A. HENNESSY, INC.",74,815
94107,74332,AT&T PARK - BEER CART (P 2),98,815
94107,5448,AT&T - (CART 1)  DOGGIE DINNER [145089],98,815
94107,69186,"PREMIER CATERING & EVENTS, INC.",91,815
94107,1643,SUSHI GROOVE SOUTH,81,815
94107,5618,AT&T - DOGGIE DINER ROOM 3228 [145164],98.85714286,815
94107,69945,LINDA'S CATERING,88.75,815
94107,69047,AT&T PARK - WINE CART,100,815
94107,61923,WHAT'S UP DOG! FOLSOM STREET,95.4,815
94107,5454,AT&T - (CART 36) BAYSIDE BREWS [145123],100,815
94107,5466,AT&T - (CART 48) BAYSIDE BREWS [145135],100,815
94107,5496,AT&T - (CART 20) DOGGIE DINNER [145108],95.85714286,815
94107,64384,TWENTY FIVE LUSK,100,815
94107,18462,JACK'S MARKET,93.25,815
94107,5624,AT&T - DERBY GRILL ROOM 5311 [145154],97,815
94107,69051,AT&T PARK - P6 DRAFT CART,100,815
94107,76896,R & B CAFE,83,815
94107,5463,AT&T - (CART 45) SNOW CONES VIEW [145132],98.57142857,815
94107,1677,PRIMO PATIO CAFE,89.75,815
94107,200,JIM'S SMOKE SHOP,86.4,815
94107,5636,AT&T - DRY STORAGE [145182],91.42857143,815
94107,74509,GUCKENHEIMER AT FIBROGEN,100,815
94107,5467,AT&T - CART 49/ SOUP CLAM CHOW V [145136],97.42857143,815
94107,3102,TOWN'S END RESTAURANT & BAKERY,97,815
94107,5471,AT&T - EDSEL FORD FONG,95.57142857,815
94107,5621,AT&T - PUB MURPH'S GUINESS CLUB HOUSE/ROOM5302 [145151],98.57142857,815
94107,83,CHEZ MAMAN,87.4,815
94107,5473,AT&T - (CART 55) FRESH POPCORN [145142],99.33333333,815
94107,63218,ROCKETFISH,80.75,815
94107,5478,AT&T - (CART 60) MURPH'S PUB [145147],94.57142857,815
94107,38061,BAKED,96,815
94107,62251,MR. AND MRS. MISCELLANEOUS,100,815
94107,1490,ZEKE'S DIAMOND BAR,86.75,815
94107,62178,MARLOWE LLC,91,815
94107,5623,AT&T - DOGGIE DINNER ROOM 5310 [145153],97.66666667,815
94107,5544,AT&T - JUMA CART 1 - COFFEE,99.14285714,815
94107,5498,AT&T - (CART 22) FRESH POPCORN & BAYSIDE BREWS,99.33333333,815
94107,5452,AT&T - (CART 5)  FRESH POPCORN [145093],98.85714286,815
94107,5640,AT&T - ROOM 2106 GILROY GARLIC [145172],96.71428571,815
94107,424,CHATZ,96,815
94107,3457,RESTAURANT LULU,83.5,815
94107,74065,TACOS EL FLACO,92,815
94107,1517,AT&T -IN-SEAT SERVICE KITCHEN/PRESS DINING [145081],94.14285714,815
94107,5976,RICHMOND YMCA SENIOR CENTER,100,815
94107,68649,TRES TRUCK,94,815
94107,5451,AT&T - (CART 4)  BAYSIDE BREWS [145092],98.85714286,815
94107,4928,R & T MARKET,91.6,815
94107,5506,AT&T - (CART 30) BAYSIDE BREWS&CABLE CAR BAR [145117],99.71428571,815
94107,5500,AT&T - (CART 24) FRESH CATCH-SEAFOOD SANDWICH [145088],98.57142857,815
94107,62067,CAFFE LA STAZIONE,94.33333333,815
94107,201,CHEZ PAPA,86,815
94107,5497,AT&T - (CART 21) GOURMET SAUSAGES & BUDWEISER [145109],95.57142857,815
94107,24534,DISTRICT,97.25,815
94107,5639,AT&T - DERBY GRILL ROOM 2103 [145171],98.5,815
94107,3456,"CANTON DIM SUM HOUSE, INC.",91.5,815
94107,2851,ZUPPA,76,815
94107,62779,SF THIRD STREET SHELL,98,815
94107,20291,HAZEL'S KITCHEN,82.4,815
94107,11488,AT&T - GHIRARDELLI CHOCOLATE CO. (VIEW LEVEL) [147802],96.57142857,815
94107,70396,DRAKE,90,815
94107,62631,PAPITO,89.8,815
94107,5633,AT&T - FIELD CLUB CONCESSION [145185],91.85714286,815
94107,33709,PHIL'Z COFFEE,97.2,815
94107,9156,MEXICO AU PARC,89,815
94107,75468,UMAMI BURGER,93,815
94107,13428,SAFEWAY #2606,89,815
94107,63864,DAVE'S FOOD STORE,91.8,815
94107,2803,MO'S GRILL,94.5,815
94107,5129,LATTE EXPRESS,93.75,815
94107,5528,AT&T - JUMA CART 1 - ICE CREAM,98.28571429,815
94107,10377,AT&T - FAB FRY BREAD (LOWER CENTER FIELD) [147480],96.5,815
94107,61436,OZONE THAI RESTAURANT AND LOUNGE,82.25,815
94107,5645,AT&T - SAY HEY SAUSAGE ROOM 2127 [145177],96.57142857,815
94107,68105,GILBERTH'S ROTTISERIE & GRILL,88.66666667,815
94107,5453,AT&T - (CART 6)  BAYSIDE BREWS,98.57142857,815
94107,65241,PICCINO,94.5,815
94107,1482,A2 CAFE,92.8,815
94107,5622,AT&T - VENDING COMMISSARY [145152],95.33333333,815
94107,5468,AT&T - (CART 50) BAYSIDE BREWS [145137],99.42857143,815
94107,5464,AT&T - (CART 46) SNOW CONES VIEW [145133],98.33333333,815
94107,9154,NOVA,88.66666667,815
94107,66583,KARA'S CUPCAKES,98.5,815
94107,5246,FORK AND SPOON PRODUCTIONS,99.5,815
94107,22671,CHIOTRAS GROCERY,95.8,815
94107,5617,AT&T - BON APPETIT KITCHEN & CONCESSION STAND [145165],96.14285714,815
94107,5619,AT&T - PANTRY/WALK-IN BOX/SUITE [145163],98.71428571,815
94107,5634,AT&T - COMMISARY KITCHEN [145184],94.71428571,815
94107,24308,CHAVO'S MEXICAN RESTAURANT,86,815
94107,59899,D'URSO ITALIAN DELICATESSEN,100,815
94107,5499,AT&T -23 ORLANDO'S CARIBBEAN BBQ [145111],94.875,815
94107,23557,YIELD,98.66666667,815
94107,40,MO'S COFFEE BAR,99,815
94107,5495,AT&T - 2127 PORTABLES - PEANUTS,100,815
94107,4512,BRANNAN STREET CAFE,98,815
94107,35812,UMI,97,815
94107,765,APERTO RESTAURANT,91.8,815
94107,69574,FRONT CAFE LLC,90.5,815
94107,62780,POTRERO SHELL,95.8,815
94107,3164,CAFE COCOMO,94,815
94107,5477,AT&T - (CART 59) CARVERY CART-CLUB LEVEL [145146],98.85714286,815
94107,11594,THE GLAS KAT,98,815
94107,2156,GOAT HILL PIZZA,90.8,815
94107,71057,THE CREAMERY,89,815
94107,5631,AT&T -ROOM 5331 GILROY GARLIC FRIES/VIEW [145161],98.28571429,815
94107,74760,GHIRARDELLI CHOCOLATE,94,815
94107,5866,KING ELEMENTARY SCHOOL,93.33333333,815
94107,39952,THINKER'S CAFE,92.4,815
94107,2885,MOMO'S,96.5,815
94107,5524,AT&T - (CART J-4B) TULLY'S VIEW,95.2,815
94107,5642,AT&T - ROOM 2114 BUDWEISER [145174],99.71428571,815
94107,21143,PAZZIA RESTAURANT,89.6,815
94107,380,COFFEE CHOICE,98.4,815
94107,5662,AT&T - DIAMOND NUT ROASTING CART #2,98.57142857,815
94107,75467,CREPE CONE,100,815
94107,5462,AT&T - (CART 44) BAYSIDE BREWS V [145131],98.8,815
94107,68824,HARVEY'S PLACE,83,815
94107,6521,POTRERO TERRACE MARKET,96.5,815
94107,37688,PEET'S COFFEE & TEA,95.6,815
94107,413,HOUSE OF HUNAN,79.66666667,815
94107,10127,AMICI'S EAST COAST PIZZERIA,100,815
94107,35790,STARBUCKS COFFEE,98.2,815
94107,7366,ALL STATES BEST FOODS,98,815
94107,62676,KEVIN CATERING,87,815
94107,58574,GOAT HILL PIZZA,94.5,815
94107,4791,SOUTH PARK CAFE,81.75,815
94107,66902,PALIO CAFE,94,815
94107,66925,DELI BOARD,90,815
94107,75956,CAFFE CENTRO,100,815
94107,4171,SOUTH BEACH YACHT CLUB,100,815
94107,6746,CHEZ PAPA,84,815
94107,64157,THE CULINARY EDGE,100,815
94107,5620,AT&T -ESPRESSO-DESSERT CARTS & ROOM 4.29.02-SUITE LEVEL [145144],98.83333333,815
94107,68431,BON APPETIT @ ADOBE,87,815
94107,2778,LEE'S DELI,94.8,815
94107,70757,THE MELT,99,815
94107,70797,CAFE DU SOLEIL,95,815
94107,768,MOSHI MOSHI,87,815
94107,67342,KASA INDIAN TRUCK 2,97,815
94107,75755,CRUNCH CULTURE,100,815
94107,38564,CHILI LEMON GARLIC,73.5,815
94107,5511,AT&T - (CART 35) DOGGIE DINER [145122],98.88888889,815
94107,5449,AT&T - (CART 2)  DELI [145090],97.33333333,815
94107,69045,AT&T PARK - NEW VENDING ROOM,100,815
94107,3896,MCDONALDS,95.2,815
94107,1527,CITY'S CHOICE,89,815
94107,5476,AT&T - (CART58) FRESH PRODUCE-PRETZELS & JUICE [145145],98.5,815
94107,76271,SUBWAY #33847,96,815
94107,4782,CANTON DIM SUM HOUSE,84.5,815
94107,14071,SUBWAY #30196,99.2,815
94107,7433,KANSAS FOOD MARKET,95.4,815
94107,69053,AT&T PARK - 134 HOT CORNER BAR,98.5,815
94107,4777,SOUTH BEACH CAFE,95.2,815
94107,1516,AT&T - FIELD CLUB KITCHEN [145082],92.5,815
94107,2145,FRINGALE,95,815
94107,5450,AT&T - (CART 3)  SOUP [145091],98,815
94107,33851,THEE PARKSIDE,94.66666667,815
94107,63832,BACETTI,100,815
94107,72176,WOLFES LUNCH,81,815
94107,811,EDEN PLAZA CAFE,95.33333333,815
94107,68037,FOCACCIA MARKET BAKERY,90,815
94107,33980,PANERA BREAD,93.5,815
94107,63597,ZERO ZERO,90.25,815
94107,3864,3RD STREET GRILL,89,815
94107,75754,VIVE LA TARTE,96,815
94107,71081,CHROME COFFEE BAR,80,815
94107,28828,THE SANDWICH SHOP,90.4,815
94107,5505,AT&T - (CART 29) BAYSIDE BREWS - RED HOOK [145116],97,815
94107,68813,SMALL FOODS,97.66666667,815
94107,74061,BICYCLETTE,100,815
94107,5502,AT&T -26 SNOW CONES/COTTON CANDY [145113],99,815
94107,70459,GARAJE,87,815
94107,6005,SALVATION ARMY CEN. CORPS / SR. ACT. CTR,97.66666667,815
94107,5503,AT&T - PORTABLES 6 BEER CART,100,815
94107,3397,21ST AMENDMENT BREWERY CAFE,81.4,815
94107,69049,AT&T PARK - ANCHOR PLAZA,100,815
94107,5504,AT&T - (CART 28) BAYSIDE BREWS/ANCHOR STEAM [145115],99.71428571,815
94107,74336,AT&T PARK - BABY BULL (P 10),100,815
94107,4774,BAYSIDE MARKET,91.4,815
94108,3498,PACIFIC UNION CLUB,96,1043
94108,1561,HANG AH TEA ROOM,75.5,1043
94108,34769,HFF COFFEE SERIES 1 (UNION SQUARE MACYS),90,1043
94108,37231,UTOPIA CAFE,73,1043
94108,4610,LIQUOR & DELI ON UNION SQUARE,88,1043
94108,70604,GRAND HYATT - ONE UP RESTAURANT,85.5,1043
94108,69368,ONIGILLY,96.5,1043
94108,63789,KAN'S RESTAURANT,74,1043
94108,3497,VENTICELLO RISTORANTE,87.75,1043
94108,2234,KAM LOK RESTAURANT,82,1043
94108,60087,SAN FRANCISCO MARRIOTT-BANQUET KITCHEN,99,1043
94108,70603,GRAND HYATT - THE COFFEE BAR,95.5,1043
94108,10625,BOXED FOODS COMPANY,89.5,1043
94108,7474,PINE & TAYLOR MARKET,94.4,1043
94108,5437,STANLEY'S STEAMERS,94.28571429,1043
94108,69285,FAIRMONT HOTEL SAN FRANCISCO - TONGA ROOM,94,1043
94108,1838,JADE CAFE,96,1043
94108,14909,WHITE SWAN INN,97.2,1043
94108,69284,FAIRMONT HOTEL SF- EMPLOYEE CAFE,98.66666667,1043
94108,4447,FOOD EXPRESS,92.5,1043
94108,69178,RUSSIAN DELI,93,1043
94108,3014,FAR EAST CAFE,86.33333333,1043
94108,3521,EMPRESS OF CHINA,84.8,1043
94108,63389,THE POT STICKER,66,1043
94108,3106,FOUR SEAS RESTAURANT,81.33333333,1043
94108,2262,RITZ-CARLTON SF - BANQUET KITCHEN,93.8,1043
94108,905,WORKING GIRLS' CAFE',100,1043
94108,3557,CAFE DE LA PRESSE/ROUGE & BLANC,92,1043
94108,73849,SUSHIRRITO,98,1043
94108,68865,GRANT PLACE RESTAURANT,88.33333333,1043
94108,36473,MAGGIE CAFE,94.2,1043
94108,59396,RAMEN UNDERGROUND,91,1043
94108,4209,RITZ-CARLTON SF - BAKERY,91,1043
94108,3522,BOW HON RESTAURANT,90.2,1043
94108,4607,NEW GOLDEN DAISY,82.2,1043
94108,71446,FINANCIAL DISTRICT FINE WINE,100,1043
94108,14910,PETITE AUBERGE,98.4,1043
94108,63498,RAINBOW HOUSE,88,1043
94108,23703,SUSHI ROCK,79.75,1043
94108,67754,JOY HING BBQ NOODLES HOUSE,95,1043
94108,1594,YOUNG'S RESTAURANT,81.5,1043
94108,3822,FLOATING SUSHI BOAT RESTAURANT,76,1043
94108,34663,PALADAR CAFE CUBANO,95.8,1043
94108,7758,MARK HOPKINS HOTEL - PASTRY/KITCHEN,96,1043
94108,35220,JASMIN'S CAFE,95.33333333,1043
94108,65004,HON'S WUN TUN HOUSE,87.75,1043
94108,70207,TEN REN TEA,94,1043
94108,68982,THE BURRITT ROOM & TAVERN,85,1043
94108,2950,CATHAY HOUSE,73.33333333,1043
94108,3543,PENANG GARDEN  RESTAURANT,87.75,1043
94108,1832,MURPHY'S,95.4,1043
94108,36177,SUBWAY SANDWICHES,100,1043
94108,2463,BLOSSOM BAKERY,87.33333333,1043
94108,2261,RITZ-CARLTON SF - EMPLOYEE CAFETERIA,89.8,1043
94108,69283,FAIRMONT HOTEL SAN FRANCISCO - LAUREL COURT,95.66666667,1043
94108,65139,WO CHONG,89.66666667,1043
94108,4018,MARK HOPKINS HOTEL - TOP OF THE MARK,94,1043
94108,5100,CHINATOWN FOOD COURT,75.75,1043
94108,4461,COTTAGE MARKET,97.6,1043
94108,62298,VITAL TEA LEAF,87.5,1043
94108,65912,CLAUDINE,97.25,1043
94108,69487,HAKKASAN SAN FRANCISCO,99,1043
94108,5884,GORDON J LAU ELEMENTARY SCHOOL,97.16666667,1043
94108,75567,COFFEE BAR KEARNY,98,1043
94108,1873,BISTRO 69,85.75,1043
94108,69041,WASHINGTON CAFE,73,1043
94108,65901,SAN SUN RESTAURANT,90.5,1043
94108,1565,UNCLE VITO'S PIZZA,88.6,1043
94108,70705,CR_ME BRULEE TO GO,100,1043
94108,18480,IMPERIAL PALACE,57.33333333,1043
94108,1564,CORNELL HOTEL - JEANNE D'ARC,98.8,1043
94108,63646,SFDH - HARRY DENTON'S STARLIGHT ROOM,88.75,1043
94108,4612,HO HO SMOKE SHOP,100,1043
94108,5239,SAN FRANCISCO LADIES PROTECTION & RELIEF SOCIETY,94.5,1043
94108,4608,GOURMET KITCHEN,71.75,1043
94108,3547,GOLDEN STAR VIETNAMESE RESTAURANT,93.6,1043
94108,1505,STARBUCKS COFFEE,95,1043
94108,229,BANGKOK RESTAURANT,87,1043
94108,59543,SUSHI TONI,90.6,1043
94108,33125,L & L HAWAIIAN BARBECUE,96.75,1043
94108,67788,SUSHI TAKA,98,1043
94108,3079,GRAND VIEWS,90.6,1043
94108,68036,CITY CHOPSTICKS,91.5,1043
94108,65072,BALADIE CAFE,95.8,1043
94108,3504,ORIENTAL PEARL RESTAURANT,92.6,1043
94108,63847,BLEST TEA COMPANY,95.5,1043
94108,34814,THE IRISH BANK BAR & RESTAURANT,100,1043
94108,39837,SF MARRIOTT UNION SQUARE-CAFETERIA,97,1043
94108,3111,THE FAMILY,94.5,1043
94108,37717,SF WRAPS,96.8,1043
94108,5564,ARAMARK AT GRACE CATHEDRAL,97.16666667,1043
94108,57698,CHINA FUN EXPRESS,95.25,1043
94108,121,AKIKOS SUSHI,98.66666667,1043
94108,68251,THE STANFORD COURT HOTEL - CATERING KITCHEN,96,1043
94108,68252,THE STANDORD COURT HOTEL,93.66666667,1043
94108,1835,ANNA BAKERY,68.33333333,1043
94108,34222,"CAMPTON PLACE SF, A TAJ HOTEL-EMPLOYEE CAFETERIA",87.75,1043
94108,3121,LE CENTRAL BISTRO CORP,98.66666667,1043
94108,65489,LATTE EXPRESS #5,95.6,1043
94108,39574,CALIFORNIA VIEW CAFE,81,1043
94108,26376,QUICKLY,92.8,1043
94108,903,SABRA RESTAURANT,73.2,1043
94108,4985,SWEET MART,92.6,1043
94108,500,ROXANNE CAFE,83,1043
94108,63049,NOODLE CITY,92.8,1043
94108,1532,NEIMAN MARCUS ON THE SQUARE,89.8,1043
94108,59215,ENJOY VEGETARIAN RESTAURANT #2,95.8,1043
94108,1157,SUTTER CAFE,86.25,1043
94108,34992,COVA HOTEL,96.5,1043
94108,68452,DARN GOOD FOOD,100,1043
94108,38368,BANANA HOUSE,84.25,1043
94108,2805,STARBUCKS COFFEE,94,1043
